"מספר סעיף","שם סעיף","הסבר","שם המשרד"
7931,"הסעת המונים","במסגרת מדיניות הממשלה לעידוד שימוש ופיתוח אמצעי תחבורה ציבורית,  הוקצה לתחום זה נתח מרכזי 
מתקציב הפיתוח לשנים  2011 ו- 2012. תחום זה כולל פיתוח נתיבי תחבורה ציבורית ופיתוח מערכות הסעת 
המונים, אשר חלקן מבוצעות בשיתוף המגזר הפרטי.  ","תחבורה"
793101,"ירושלים - מערכת הסעת המונים","עיקר תקציב התוכנית מיועד לתשלום אבן הדרך האחרונה במסגרת מענק ההקמה המשולם לזכיין רכבת קלה 
ירושלים בהיקף של כ- 700 מיליוני ש""ח. זאת מתוך תשלום מענק הקמה כולל בהיקף של כ 2 מיליארד ש""ח, 
המשולם בשנים 2007-2011.  פרט לאמור,  מתוקצבות מערכות שונות לשיפור רמת השירות בתחבורה 
הציבורית בעיר לרבות מערכות בקרה, העדפה ברמזורים, מידע בזמן אמת לנוסעים בתחנות וכו'. תקציב נוסף 
מוקצה להמשך התכנון של מערכת התחבורה הציבורית במטרופולין במסגרת תוכנית החומש לרבות קידום 
זמינות לביצוע הארכות לקו הרכבת הקלה הראשון.","תחבורה"
793102,"מטרופולין תל אביב","בשנת 2008 אושרה על ידי משרד התחבורה תוכנית אב להסעת המונים במטרופולין תל אביב.  תוכנית זו 
כוללת 8 קווי הסעת המונים מרעננה בצפון המטרופולין ועד לרחובות בדרום המטרופולין. 3 קווים מיועדים 
להפעלה באמצעות רכבות קלות ואילו 5 מיועדים להפעלת באמצעות מערכות BRT. במסגרת תקציב 2011
ותקציב 2012 יוקצו משאבים לקידום מערכות אלו וזאת על מנת לאפשר את  ביצוען בעתיד הקרוב במטרה 
להביא להפחתת הגודש בכבישי המטרופולין,  ליצירת אלטרנטיבה לשימוש ברכב הפרטי ולחיבור מערך 
הרכבת הכבדה למוקדי הביקוש במטרופולין,  כמפורט לעיל.  בנוסף,  התקציב כולל את המימון המלא של 
ביצוע פרויקט BRT השרון וקידום מערכות BRT נוספות במטרופולין כמפורט לעיל. קו רכבת קלה  בת ים – פתח תקווה )הקו האדום(: קו רכבת קלה באורך 22 ק""מ מבת ים עד לפתח תקווה דרך 
תל אביב, רמת גן ובני ברק. המערכת תפעל בחצייה מתחת לפני השטח כרכבת תחתית ובחצייה כרכבת עילית 
הנוסעת במפלס הרחוב.  תקציב הפרויקט בשנים 2011 ו- 2012 יקטן בהדרגה עם השלמת עבודות העתקת 
התשתית, ככל שלא יבוצעו עבודות נוספות לקידום הפרויקט הממומנות מתקציב המדינה. 
תכנון מערכות הסעת המונים: במסגרת תקציב 2011 ו- 2012 מוקצה תקציב בהיקף משמעותי לצורך תכנון 
קווים נוספים במערכת הסעת המונים עתידית המתוכננת למטרופולין תל אביב. במסגרת זו מקודם תכנון הקו 
הסגול מפתח תקווה וקריית אונו לתל אביב, תכנון הקו הכחול מרחובות לתל אביב ותכנון הקו הירוק מחולון 
בדרום ועד הרצליה בצפון. בנוסף מקודמים קווים נוספים ברשת הסעת ההמונים המטרופולינית כמפורט לעיל. 
קו BRT השרון: קו זה הינו אחד מקווי מערכת הסעת ההמונים המטרופולינית ומתפרס מכפר סבא במזרח, דרך 
רעננה ועד למערב העיר הרצלייה. העבודות לתכנון הקו החלו בשנת 2008. במסגרת תוכנית ההאצה תוקצב 
קידום זמינות הקו ובמהלך שנת 2011 צפויות להתבצע עבודות להקמת התשתית הנדרשת לאורך תוואי הקו.","תחבורה"
793105,"תחבורה ציבורית מטרופולין חיפה וכללי","הפרויקטים המרכזיים בתוכנית תקציבית זו הינם פרויקט המטרונית כפי שפורט לעיל ופרויקט הרכבל בחיפה, 
קרי, רכבל לתחבורה ציבורית מצומת הצ'ק פוסט לטכניון ולאוניברסיטת חיפה.  בנוסף לפרויקטים אלו 
במסגרת התקציב לשנים 2011 ו-2012 קיימת תוכנית להקמתן של תשתיות תומכות תחבורת ציבורית לרבות 
מערכות העדפה ברמזורים,  סככות המתנה לנוסעי תח""צ,  מסופי תחבורה ציבורית וכיו""ב. תוכניות נוספות 
הנכללות במסגרת התקציב הינן תוכנית רב-שנתית להנגשת כלל תשתיות התחבורה לנכים בהתאם לתקנות 
ותוכנית לשיפור האינטגרציה בין הרכבת לתחבורה הציבורית באוטובוסים במסגרת פרויקט ""שילובים"". יש 
לציין כי התקציב הכלול בתוכנית הינו חלקו היחסי של משרד התחבורה במימון הפרויקטים ואינו כולל את 
השתתפות הרשויות המקומיות. פרויקטים נוספים המתוקצבים במסגרת זו,  הינם האכיפה בנת""צים  וסלילת 
נתיבי תחבורה ציבורית ברחבי הארץ.  ","תחבורה"
7932,"תוכניות אב, תכנון וניהול תנועה",,"תחבורה"
793201,"תוכניות אב, תכנון וניהול תנועה","התקציבים בתוכנית זו מיועדים לקידום תכנון תחבורתי כולל במטרופולינים השונים וכן לניהול מערך 
התחבורה הציבורית ופיתוחו.  כמו כן מתוקצבים במסגרת תוכנית זו פעולות לניהול תנועה בצירי תנועה 
מרכזיים ומחקרים ופעולות שונות לצורך עדכון ושיפור מערך התקינה בתחבורה. ","תחבורה"
7934,"נתיבי ישראל",,"תחבורה"
793401,"נתיבי ישראל","התקציבים בתוכנית זו מיועדים לביצוע הפרויקטים הכלולים בתוכנית ""נתיבי ישראל""  עליהם החליטה 
.24.02.2010 -ב ה","תחבורה"
7935,"חוצה ישראל",,"תחבורה"
793501,"חוצה ישראל","התקציבים בתוכנית זו מיועדים לתשלומים בגין עבודות בקטע 18 ובקטעים 19-20, הפקעת קרקעות והשלמות 
שונות בקטע המרכזי, תכנון מחלפים עם כבישי רוחב חדשים, מימון פעילות החברה ותכנון ראשוני לקטעים 
נוספים.","תחבורה"
7940,"כבישים בין-עירוניים",,"תחבורה"
794005,"חברת מע""צ","פיתוח הכבישים הבין-עירוניים נעשה באמצעות החברה הלאומית לדרכים. החברה עובדת במסגרת התוכנית 
הרב-שנתית לשנים 2006-2010 שאושרה בממשלה בדצמבר 2005. כמו כן, במסגרת תוכנית ההאצה להשקעה 
בתשתיות עליה הוכרז בסוף שנת 2008 הוחלט להשקיע תקציבים נוספים ברשת הכבישים הבין-עירונית. בשנת 
2010 צפויה לצאת לדרך תוכנית רב-שנתית חדשה לחברה הלאומית לדרכים, לשנים 2011-15. במסגרת תקציב 
2011-2012 יתוקצבו קידומי זמינות ויחל ביצועם של חלק מהפרויקטים המתוכננים.
בשנים 2011-2012 עתידה פעילות הפיתוח של החברה להתמקד בפרויקטים שיקבעו בתוכנית הרב-שנתית 
החדשה, וכן בסיומם של הפרויקטים הבאים: 
מרכז הארץ
מחלף חולון מזרח: חיבור  כביש  4  לחולון  מכיוון  מזרח. המחלף יאפשר גישה ישירה מכביש 4 לחולון
ומחולון  לכביש  4 לכיוון דרום וצפוי אף לתרום לפיתוחו של אזור התעשייה המזרחי של העיר חולון. אומדן 
הפרויקט 228 מיליוני ש""ח.
השלמת כביש מכבית )471( לדרך מהירה: מיחלוף  הצמתים גת רימון ושעריה בכביש 471 וכן שדרוג הכביש
בקטע שביניהם באורך של 3 ק""מ. אומדן הפרויקט 390 מיליוני ש""ח.
מחלפון נחלים )471(: ביצוע מחלפון על דרך מס' 471 והרחבת הדרך לתלת נתיבית, דו מסלולית באורך 1
ק""מ אומדן הפרויקט הינו 80 מיליוני ש""ח.
דרך מס' 2, נתניה – חבצלת: שדרוג לדרך דו מסלולית, 3 נתיבים לכיוון באורך כ-4.5 ק""מ כולל שדרוג מחלף חבצלת. אומדן הפרויקט הינו 185 מיליוני ש""ח.
צפון הארץ
דרך מס' 70, בין כביש 2 לכביש 4: שדרוג לדרך ראשית, דו מסלולית, שני נתיבים לכיוון. אומדן הפרויקט 85
מיליוני ש""ח.
כביש עוקף קריות:  פרויקט עוקף קריות הינו פרויקט תשתית עתיר השקעה הכולל הקמת כביש חדש דו
מסלולי באורך של כ- 12 ק""מ ולאורכו 4 מחלפים. הכביש מתחיל באזור כרי נעמן בצפון, עוקף ממזרח  את  
קריית  ביאליק וקריית אתא ומסתיים במחלף ההסתדרות.  הכביש עתיד לרכז בעיקר  תנועת  יוממים  בין  
הקריות  לחיפה  וחזרה ומאפשר פיתוח אורבני משמעותי בסביבתו. אומדן הפרויקט כ- 1,665 מיליוני ש""ח.
כביש 77 צומת ישי - צומת המוביל: שדרוג והרחבת הכביש בין צומת ישי לצומת המוביל לדרך דו מסלולית 
דו נתיבית כולל הקמת מחלף זרזיר. אומדן הפרויקט הינו כ- 205 מיליוני ש""ח.
כביש 79 צומת סומך - צומת המוביל- סוללים: שדרוג  והרחבת  הכביש  בין  צומת סומך לצומת סוללים 
לדרך דו מסלולית דו נתיבית כולל מיחלוף הצמתים סומך והמוביל. אומדן הפרויקט הינו כ- 1,151 מיליוני 
ש""ח.
כביש 79,  מחלפון טל:  מיחלוף דרך מס'  79 בחיבור השכונות הצפוניות והדרומיות בקריית אתא. אומדן 
הפרויקט הינו 135 מיליוני ש""ח.
דרום הארץ
דרך מס' 1, פסגת זאב - זיתים, ומישור אדומים - שומרוני הטוב: שדרוג לדרך ראשית דו מסלולית שני נתיבים 
לכיוון בשני הקטעים. אומדן הפרויקט הינו 255 מיליוני ש""ח.
עוקף באר שבע מזרחי כולל שדרוג כביש 40 עד צומת הנגב: השלמת  כביש  עוקף  באר שבע מזרחי לדו 
מסלולי, מחלוף הצמתים תל שבע/חטיבת הנגב וצומת שרה ושיפור הצמתים גורל ונוקדים. כמו כן, במסגרת 
תוכנית ההאצה הוחלט על הקדמת פרויקט  שדרוג  כביש 40 לדו מסלולי עד הכניסה לעיר הבהד""ים, בהתאם 
להחלטת הממשלה מספר 3961 מיום 24.8.08. אומדן הפרויקט הינו כ- 582 מיליוני ש""ח.
דרך מס' 211, גשר ניצנה: החלפת הגשר שקרס כתוצאה מהשיטפונות של חורף 2009. אומדן הפרויקט הינו 
52 מיליוני ש""ח.
פרויקטים נוספים המקודמים ע""י החברה הלאומית לדרכים:
 
תכנון וקידום זמינות  
תכנון וקידום זמינות מהווים  ""צוואר בקבוק""  בביצועם של הפרויקטים בתחום תשתית הכבישים.  מסגרת 
התקציב המיועדת לתכנון אמורה ליצור עתודה של פרויקטים חדשים זמינים לביצוע. התקציב מיועד לתכנון 
מוקדם ומפורט וכן לקידום הפרויקטים בתהליך האישור הסטטוטורי.
 
מוקדי סיכון    
עבודות להגברת הבטיחות בדרכים בין-עירוניות.  העבודות מתמקדות בשיפור עקומות מסוכנות,  הסדרת 
צמתים, התקנת גדרות בטיחות, הרחבת שוליים והארת צמתים. אחזקת כבישים בין-עירוניים  
אחזקת הכבישים חיונית להבטחת התנועה הסדירה והבטיחות בדרכים. פעולות האחזקה נעשות באופן שוטף 
בהתאם לתכנית עבודה שנתית. תכנית זו מסתמכת על סקר ארצי ממוחשב של מצב הרשת הנערך אחת לחצי 
שנה,  ומשולב במערכת קבלת החלטות מנ""מ  )מערכת ניהול מיסעה(.  לצורך קביעת המדיניות התקציבית 
לנושא אחזקת רשת הכבישים הוכן סקר הנדסי - כלכלי.  אחד הממצאים המרכזים של הסקר הינו שעלות 
השיקום משתנה בצורה מעריכית כתלות במצב המיסעה.  כלומר,  ככל שמצב פני המיסעה גרוע יותר,  עלות 
השיקום עולה ביותר משיעור ההידרדרות של פני המיסעה, ומכאן שאין יתרון כלכלי בדחיית הוצאות לשיקום 
המיסעה.
הפעולות העיקריות בתחום האחזקה הן:
אחזקת מבנה דרך - טיפול שוטף בכל הכבישים הבין-עירוניים לרבות תיקוני בורות, תיקוני שוליים הדברת 
עשבי בר, גינון מחלפים, תאורה ואחזקתה, תמרורים, סימוני צבע ואחזקתם ואביזרי דרך.
ריבוד ושיקום כבישים - עבודות ריבוד ושיקום הכוללות שיפוץ קטעי דרך בהתאם לבדיקות מצב המיסעה.
כאשר כביש מגיע למצב של הרס המבנה מבוצע שיקום, שהינו תיקון והחלפה של שכבת אספלט בעובי של כ-
10-30 ס""מ. ריבוד הינו הנחת שכבת אספלט חדשה בקטעי כביש בהם נסדק האספלט אך מבנה הכביש תקין.","תחבורה"
7941,"הרשות הלאומית לבטיחות בדרכים",,"תחבורה"
794103,"תאגיד הרשות הלאומית","תוכנית זו כוללת את תקציב הפיתוח של הרשות הלאומית לבטיחות בדרכים המועבר לתחום הכבישים 
העירוניים.  תקציב זה נועד לממן הקמתן של תשתיות בטיחות והתקני בטיחות במגזר העירוני.  תקצוב 
הפרויקטים נעשה בהתאם לקריטריונים בטיחותיים ובהם כמות וחומרת התאונות באזור המיועד לטיפול 
וקרבה למוסדות חינוך.","תחבורה"
7942,"פיתוח אחר",,"תחבורה"
794201,"פיתוח אחר","תוכנית זו כוללת את תקציבי הפיתוח המשרדיים שאינם מיועדים לתשתיות תחבורה יבשתיות.  במסגרת זו 
מתוקצבים פיתוח מערך המחשוב המשרדי,  תחזוקת מעגנות ומנחתים,  מערך הצילום הביומטרי,  הבינוי 
המשרדי ובדיקות הכדאיות הכלכלית לפרויקטים עתידיים בהתאם לנוהל פר""ת.","תחבורה"
7943,"רזרבה",,"תחבורה"
794301,"רזרבה","בתכנית זו מתוקצבות רזרבות לעמידה ביעד הגירעון וכן להתייקרויות פרויקטים בתקציב הפיתוח.","תחבורה"
3321,"תחום פעולה כללי",,"החקלאות"
332101,"מטה המשרד","כולל את תקציב כוח האדם והפעולות של כל יחידות ההנהלה והמינהל של המשרד לרבות הזרועות 
המקצועיות כלכליות: מנהלת ההשקעות, רשות התכנון, היחידה לחקר שווקים, סחר חוץ, פיתוח חקלאי, 
לשכת מדען ראשי, המחלקה לתקציבים, אגף הכספים, אגף נכסים בינוי ומשק, קשרי חו""ל, לשכת השר, 
לשכת המנכ""ל וסמנכ""ל לאמרכלות. ההוצאות כוללות שכר ונלוות, מינהל ופעולות מקצועיות, דמי חבר 
בארגונים בינ""ל, נסיעות לחו""ל, שירותי מידע, נספחויות חקלאיות בחו""ל ועוד. ההוצאה המותנית בהכנסה 
ממומנת ע""י הכנסות ממכירת שירותים, ומשלוח מומחים לחו""ל על חשבון ארגונים חקלאיים שונים. ","החקלאות"
332102,"אמרכלות","התוכנית מרכזת את ההוצאות של יחידות המטה בנושאי אחזקה,  טלפונים,  ביטוח,  בטיחות,  ביטחון, 
הוצאות רכב, דמי שימוש במבני מדינה, שכר דירה ועוד. ","החקלאות"
332103,"שירות למערכות מידע","התוכנית מרכזת את תקציבי התפעול והמינהל של היחידה לעיבוד נתונים, המעניקה שירותים לכל יחידות 
המשרד, הן בתוכנה והן בחומרה.  ","החקלאות"
332105,"פיתוח הכפר","התוכנית כוללת תקציב לפעולות השוטפות של היחידה וכן תקציב לפעולות לשילוב התיירות בחקלאות. 
תוכניות רב שנתיות בניהול יחידה זו מתוקצבות בתוכנית מספר 333402.","החקלאות"
3322,"פעולות לחקלאים",,"החקלאות"
332201,"הגנת הצומח","היחידה מפקחת על ייבוא וייצוא תוצרת טרייה ומוצרי צמחים, ייצור חומר ריבוי, ייצור תוצרת אורגנית, 
שימוש בחומרי הדברה ומניעת השאריות שלהם,  וכן מסדירה  את ייצור המזון לבע""ח. במסגרת היחידה
מופעלות מעבדות,  תחנות הסגר ונקודות ביקורת בנמלי הים,  האוויר והיבשה.  תקציב היחידה להגנת 
הצומח, למעט הוצאות שכר ונלוות, ממומן ברובו מהכנסה שמקורה בגביית אגרות ודמי שירותים.  ","החקלאות"
332202,"שירותים וטרינריים","השירותים הוטרינרים פועלים למניעת מחלות בעלי חיים וביעורן )כולל מחלות המשותפות לאדם ולבעלי 
חיים(, פיקוח על יבוא ויצוא בעלי חיים ותוצרתם,  רישוי ובדיקת תרופות ותרכיבים,  רישוי רופאים 
וטרינרים, פיקוח על רשויות מקומיות ועל משחטות, מניעת שאריות מסוכנות במזון מן החי ומניעת צער 
בעלי חיים וכלבת.  היחידה מפעילה 6 לשכות וטרינריות,  תחנות הסגר ונקודות בקורת בכל נמלי הים, 
האוויר והיבשה. היחידה מנהלת מחסן חירום ומבצעת בדיקות ניטור לגילוי מחלת שפעת העופות. תקציב 
השירותים הווטרינריים, למעט הוצאות שכר ונלוות, ממומן ברובו מהכנסה שמקורה בגביית אגרות ודמי 
שירותים. בנוסף,  מבצעת היחידה בדיקות לגילוי מחלת ספגת המח בבקר )מחלת ""הפרה המשוגעת""( בהתאם 
להחלטת ממשלה מס' 1311 מיום 31.1.2010 לשנים 2010-2011 ומפעילה את פרויקט  החיסון האוראלי 
כנגד מחלת הכלבת של חיות הבר בהתאם להחלטת ממשלה מס' 1768 מיום 10.6.2007 לשנים 2007-2011. ","החקלאות"
332204,"אגף הדייג","ההוצאה בתוכנית זו כוללת שכר והוצאות נלוות, וכן פעולות מקצועיות ומנהליות של האגף. על פעילות 
האגף בהרחבה ראה פרק ב' לעיל.","החקלאות"
332205,"שימור קרקע","ההוצאה בתוכנית זו כוללת שכר והוצאות נלוות,  פעולות מקצועיות ומנהליות.  בנוסף,  האגף מרכז את 
פעולות הפיתוח ברשויות המרעה ומשתתף במימונן.  פעילות רב שנתית של יחידה זו מתוקצבת בתכנית 
מספר 333403. ההוצאה המותנית בהכנסה ממומנת על ידי מכירת שירותים שונים, דוגמת מחקרים וסקרים 
אשר ממומנים בחלקם ע""י גופים ציבוריים או משרדי ממשלה אחרים. על פעילות האגף בהרחבה ראה פרק 
ב' לעיל. ","החקלאות"
332206,"מחוזות","ברחבי הארץ פועלים כיום חמישה מחוזות. כל מחוז מקיף את כל פעילויות המשרד: תכנון, שמור קרקע, 
הנדסה ומים. התקציב מבטא הוצאות שכר ונלוות, פעולות מקצועיות ומנהליות. ההוצאה המותנית בהכנסה 
ממומנת על ידי מגוון רחב של מכירת שירותים.","החקלאות"
332208,"יחידת הפיקוח על צומח ועל החי","ההוצאה בתוכנית זו כוללת שכר והוצאות נלוות, פעולות מקצועיות ומנהליות. על פעילות היחידה ראה פרק 
ב' לעיל.","החקלאות"
3323,"שרות ההדרכה והמקצוע",,"החקלאות"
332301,"שירותים מרכזיים","התקציב מבטא את הפעילות המקצועית וההוצאות המנהליות של היחידה. התקציב כולל משכורות וכן ציוד 
חומרים ושירותים הדרושים לפעילות היחידה. היחידה מנהלת תקציב לניסויים רב שנתיים בתוכנית מספר 
333404. ההוצאה המותנית בהכנסה ממומנת על ידי מכירת שרותי ההדרכה )קורסים וספרות מקצועית(. על 
פעילות היחידה ראה פרק ב' לעיל.","החקלאות"
332305,"המרכז לשיתוף והדרכה חקלאית בינ""ל - סינדקו","ההוצאה בתוכנית זו כוללת שכר והוצאות נלוות וממומנת ברובה על-ידי משרד החוץ. על פעילות היחידה
ראה פרק ב' לעיל.","החקלאות"
3324,"מינהל המחקר החקלאי",,"החקלאות"
332401,"הנהלה ומינהל","ההוצאה בתוכנית זו כוללת הוצאות שכר ונלוות,  הוצאות הנהלה,  המינהל המדעי,  תפעול ורכב,  דואר 
וטלפונים,  נסיעות לחו""ל,  מחקרים במוסדות חוץ,  התקנות ורכישות,  ביצוע מחקרים תשתיתיים במסגרת 
מכוני מחקר שונים, מרכזי מחקר )גילת ונווה יער( וחוות חקלאיות )כרי דשא, מתתיהו ומגדה(. ","החקלאות"
3325,"שיתופי פעולה בין משרדים",,"החקלאות"
332502,"שיתופי פעולה בין משרדים","תוכנית זו מרכזת מספר שיתופי פעולה בין משרדים שונים בממשלה.  בין היתר,  מתוקצבת בתוכנית 
השתתפות במימון היחידה לפקוח בשטחים פתוחים )""סיירת ירוקה""( בכ-%13 מתקציב הפעולות של 
היחידה. כמו-כן, כוללת התוכנית תקצוב רשויות מרעה. תפקיד רשויות המרעה לפתח את שטחי המרעה 
ברחבי הארץ עבור משק הבקר והצאן. ישנן עשר רשויות, הפועלות מהגולן ועד הנגב, במימון משותף של 
משרד החקלאות ופיתוח הכפר,  המשרד להגנת הסביבה,  החטיבה להתיישבות,  מינהל מקרקעי ישראל 
והקרן הקיימת לישראל.","החקלאות"
3326,"הסדרים למגזר החקלאי",,"החקלאות"
332602,"חוק המושבים","הסכום המתוקצב מיועד למימון הפעילות של המנהלה להסדרים במגזר החקלאי, המונה 20 עובדים, אשר 
מהווה מסגרת מנהלית וארגונית לפעולת המשקמים. ההוצאה כוללת הוצאות שכר ונלוות )כולל הוצאות 
שכר המשקמים(, תפעול, אחזקת רכב, הוצאות דואר וטלפונים ועוד. על פעילות היחידה ראה פרק ב' לעיל.","החקלאות"
332604,"עתודה להתייקרויות","עתודה להתייקרויות בהסדרים למגזר החקלאי.","החקלאות"
332606,"עתודה","התקציב מיועד לביצוע התאמות בתקציבי ההסדרים למגזר החקלאי במהלך שנת התקציב.","החקלאות"
3327,"מענקי השקעות",,"החקלאות"
332703,"מענקי השקעות לפי חוק עידוד השקעות הון בחקלאות","התקציב מיועד למתן מענקים בגובה של עד %20 ו-%10 באזור עדיפות לאומית א' ו-ב', בהתאמה, כקבוע 
בחוק עידוד השקעות הון בחקלאות, התשמ""א-1980. המענקים ניתנים ברובם לענפי יצוא ולמחליפי יבוא 
מובהקים. כמו כן ניתנות הטבות במס הכנסה:  פחת מואץ ותשלום מס הכנסה מופחת לחברה בע""מ 
וליחידים, בהתאם לקבוע בחוק. ","החקלאות"
332704,"מענקים משלימים","התקציב מיועד למתן מענקים משלימים למענקים לפי חוק, בהתאם לתוכנית הפיתוח של מנהלת השקעות 
הון בחקלאות. המענקים ניתנים לאזורים, ענפים ונושאים ייחודיים על פי החלטות הנהלת משרד החקלאות 
ופיתוח הכפר או החלטות ממשלה. המענקים המשלימים מבטאים עדיפות לעידוד נושאים שונים כגון יצוא 
חקלאי.  ","החקלאות"
332707,"מענקים מיוחדים","התקציב מיועד למימון פרויקטים חקלאיים לטכנולוגיות ושיטות ייצור חדשניות,  מענקים להטמעת 
טכנולוגיות חוסכי ידיים עובדות, מענקים לפיתוח במגזר המיעוטים, מימון אמצעי מיגון באזורי קו התפר 
וקו העימות ומימון הכשרת דרכים חקלאיות ביטחוניות. כמו כן,  התקציב מיועד לשדרוג לולים של
תרנגולות הודו,  במטרה לשפר את התנאים התברואתיים,  תנאי איכות הסביבה של הלולים,  ולמנוע 
התפרצות והתפשטות של מחלות נגיפיות בלולי ההודים, תוך שיפור איכות התוצרת המגיעה לשווקים. ","החקלאות"
332709,"מענקים לרפורמה ברפת","התקציב מיועד למתן מענקים לבעלי רפתות במסגרת הרפורמה ברפת, במטרה לסייע בהשקעות המיועדות 
לפתרון בעיות איכות הסביבה,  להתאמת רפתות ולרכישת פרות )כך שתתאפשר הפנמת יתרונות לגודל
ברפתות(. ","החקלאות"
332710,"תמורות מייקור המים - חסכון וייעול השימוש במים","התקציב מיועד למתן מענקים להשקעות הקשורות לייעול השימוש במים וחסכון במים, כמו למשל עבור 
שינטועים )נטיעה מחדש של גידולים בעלי מאפיינים מסוימים ובמקרה זה, גידולים שלא מצריכים כמות 
גדולה של מים בהשקייתם( ועבור מימון טפטפות וצנרת בעלות טכנולוגיות לייעול השימוש במים. ","החקלאות"
332711,"תוכנית שיקום הצפון","התקציב מיועד למימון מענקי השקעות הון לחקלאים בצפון בעקבות הלחימה בצפון בקיץ 2006 וכחלק 
מהחלטת הממשלה שאושרה ביום 20.8.2006 בנושא תוכנית לחיזוק הצפון וחיפה. הסיוע הממשלתי 
במסגרת תקציב משרד החקלאות מתמקד בפיתוח גורמי ייצור חקלאיים לרבות מטעים,  כרמים,  בתי בד 
והוצאת העדרים ממרכזי הכפרים, וזאת באמצעות הכלים הקיימים במנהלת השקעות הון בחקלאות.","החקלאות"
332714,"מענקים להתייעלות בענף ביצי מאכל","במטרה ליישם את החלטת ממשלה מס' 1855 מיום 24 ביוני 2007 בנושא תוכנית לעידוד ההתייעלות במשק 
הייצור והשיווק בענף ביצי המאכל,  שנועדה לשנות את התנאים התברואתיים בלולי ההטלה,  לשפר את 
איכות הביצים המגיעים לצרכן וזאת תוך הורדת המחיר לביצה, תוקצב במנהלת ההשקעות לשנים 2011 ו-
2012 סך של 130,000 אלפי ש""ח וסך של 90,000 אלפי ש""ח בהרשאה להתחייב בהתאמה לשם מימון 
הפעולות הנדרשות להכשרת הקרקע, לביצוע התשתיות באתרים אליהם יועתקו הלולים ולמימון מענקים 
בהתאם לרפורמה.","החקלאות"
3328,"החטיבה להתיישבות","תחום פעולה זה כולל את סך כל התקציב לחטיבה להתיישבות. התקציב מתחלק למימון תקורות החטיבה 
וביצוע פעולות. התוכניות השונות משקפות את המבנה הארגוני של החטיבה להתיישבות אשר מבוסס על 
פריסה גיאוגרפית של האזורים שבתחום טיפולה. מרחב הצפון כולל את הגליל ואת הגולן, מרחב המרכז 
כולל את בקעת הירדן, מגילות, מטה בנימין, שומרון וגוש עציון ומרחב הדרום כולל את דרום הר חברון 
ואת הנגב.  בנוסף,  פועלת החטיבה להתיישבות באמצעות יחידות מטה שונות בתחומי תקציב,  כח אדם 
ומינהל,  נכסים וביצוע,  תכנון וכלכלה,  חברה וקליטה,  איכלוס,  חוזים,  בטחונות וקרקעות. על פעילות 
היחידה ראה פרק ב' לעיל.","החקלאות"
3331,"מדען ראשי",,"החקלאות"
333101,"מדען ראשי","התוכנית כוללת תקציב לפעולות השוטפות של היחידה וכן תקציב למימון כנסים מדעיים בינלאומיים כך 
שתתאפשר חשיפת חוקרים ישראלים אל הנעשה בתחומם בעולם. מחקרים רב שנתיים במימון המדען 
הראשי מתוקצבים בתוכנית מספר 333401.  ","החקלאות"
333103,"קרן קמ""ח (BARD)","קרן קמ""ח, קרן למחקר חקלאי, היא קרן מחקר דו-לאומית, המשותפת לישראל ולארה""ב ומטרתה לממן 
מחקרים משותפים בתחום החקלאות.  תקציב הקרן מקורו בהכנסות מפיקדון משותף שהפקידו ישראל 
וארה""ב למטרה זו. בשנת 1994 הוחלט בפרוטוקול משותף לארה""ב ולישראל, על הגדלה תקציבית של 
פעילות המחקר של הקרן. התקציב בתוכנית זו מבטא את חלק ישראל בהגדלת תקציב המחקר של הקרן.","החקלאות"
3334,"תוכניות רב שנתיות",,"החקלאות"
333401,"מדען ראשי - מחקרים רב שנתיים","תקציב המדען מיועד לייזום וביצוע מחקר ופיתוח לשם פתרון בעיות הקשורות בייצור,  בייצוא,  בעיבוד 
ובשיווק תוצרת חקלאית וביחסי הגומלין של החקלאות והסביבה. התמיכה במחקרים היא לפרק זמן של עד 
שלוש שנים.  ","החקלאות"
333402,"פיתוח הכפר - תוכניות רב שנתיות","התוכנית כוללת תקציב למתן מענקים להכנת תוכניות אב ומתאר וליצירת עוגנים לפיתוח הכפר במועצות 
אזוריות ובישובים חקלאיים,  ייעוץ מקצועי לתוכניות המשפיעות על המרחב הכפרי,  פיתוח תשתיות 
ואמצעים לעידוד התיירות החקלאית והכפרית ולמענקים עבור חקלאים וישובים חקלאיים המפתחים 
תיירות חקלאית במשק הפעיל. המענקים מוצעים תוך מתן עדיפות לנגב ולגליל, ולרשויות במעמד סוציו-
אקונומי נמוך, וניתנים בהתאם לקריטריונים שנקבעו על ידי המשרד.","החקלאות"
333403,"שימור קרקע - פעילות רב שנתית","התוכנית כוללת תקציב מענקים המיועד לתמיכה בפעולות של חקלאים למניעת סחיפת קרקעות,  מפגעי 
ניקוז והמלחה בשדותיהם וכן תקציב למחקרים בתחום הקרקע.  ","החקלאות"
333404,"שירות ההדרכה והמקצוע - ניסויים רב שנתיים","התוכנית כוללת תקציב לניסויים רב שנתיים של שירות ההדרכה והמקצוע. ","החקלאות"
333405,"השקעות בינוי ואחזקת מבנים במשרד החקלאות","התקציב מיועד לאחזקה מונעת, שיפוצים יסודיים ותחזוקת שבר בכל יחידות המשרד כולל חוות, מעבדות 
ומבנים במשרד. כמו כן, משמש התקציב לתכנון מבנים חדשים ובנייתם.","החקלאות"
